0,1,2,3,4,5,function_value
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0,1.0,3.0,1.0497568676621822
1.0,1.0,1.0,1.0,2.0,1.0,1.0
1.0,1.0,1.0,1.0,2.0,2.0,1.0
1.0,1.0,1.0,1.0,2.0,3.0,1.1847119521277605
1.0,1.0,1.0,1.0,3.0,1.0,1.0
1.0,1.0,1.0,1.0,3.0,2.0,1.0798857591011184
1.0,1.0,1.0,1.0,3.0,3.0,1.3197474317343738
1.0,1.0,1.0,1.0,4.0,2.0,1.2149805039841752
1.0,1.0,1.0,1.0,5.0,2.0,1.3499936087743962
1.0,1.0,1.0,2.0,1.0,1.0,1.0
1.0,1.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,1.0,2.0,1.0,3.0,1.1727636124677148
1.0,1.0,1.0,2.0,2.0,1.0,1.0
1.0,1.0,1.0,2.0,2.0,2.0,1.0685398726496516
1.0,1.0,1.0,2.0,2.0,3.0,1.3078645384214467
1.0,1.0,1.0,2.0,3.0,1.0,1.0
1.0,1.0,1.0,2.0,3.0,2.0,1.202869163980632
1.0,1.0,1.0,2.0,3.0,3.0,1.4427926400349702
1.0,1.0,1.0,2.0,4.0,2.0,1.338297256796838
1.0,1.0,1.0,3.0,1.0,1.0,1.0
1.0,1.0,1.0,3.0,1.0,2.0,1.0562159875080988
1.0,1.0,1.0,3.0,1.0,3.0,1.2959973164444785
1.0,1.0,1.0,3.0,2.0,2.0,1.1910228090707662
1.0,1.0,1.0,3.0,2.0,3.0,1.4313631993756264
1.0,1.0,1.0,3.0,3.0,1.0,1.087689375509303
1.0,1.0,1.0,3.0,3.0,2.0,1.3262643651099553
1.0,1.0,1.0,3.0,3.0,3.0,1.5651397676911518
1.0,1.0,1.0,3.0,4.0,3.0,1.7007671302673497
1.0,1.0,1.0,3.0,5.0,2.0,1.5963646874275528
1.0,1.0,1.0,3.0,5.0,3.0,1.8359620802428864
1.0,1.0,1.0,3.0,5.0,4.0,2.0758118234976943
1.0,1.0,1.0,4.0,1.0,1.0,1.0
1.0,1.0,1.0,4.0,1.0,2.0,1.1790260125899708
1.0,1.0,1.0,4.0,1.0,3.0,1.4189685476691751
1.0,1.0,1.0,4.0,1.0,4.0,1.6584800602928533
1.0,1.0,1.0,4.0,2.0,1.0,1.0742803065761557
1.0,1.0,1.0,4.0,2.0,2.0,1.3143905454545328
1.0,1.0,1.0,4.0,3.0,1.0,1.2099568283172712
1.0,1.0,1.0,4.0,3.0,3.0,1.6891536793469513
1.0,1.0,1.0,4.0,4.0,2.0,1.584411758940581
1.0,1.0,1.0,4.0,4.0,4.0,2.0633104451102726
1.0,1.0,1.0,4.0,5.0,3.0,1.9590180947642435
1.0,1.0,1.0,5.0,1.0,1.0,1.0622909900450064
1.0,1.0,1.0,5.0,1.0,2.0,1.3020987599313407
1.0,1.0,1.0,5.0,1.0,3.0,1.5424041285039165
1.0,1.0,1.0,5.0,1.0,4.0,1.7818792621025392
1.0,1.0,1.0,5.0,3.0,2.0,1.5722024777254804
1.0,1.0,1.0,5.0,3.0,3.0,1.8120522348696466
1.0,1.0,1.0,5.0,5.0,5.0,2.56177876250884
1.0,1.0,2.0,1.0,1.0,1.0,1.0
1.0,1.0,2.0,1.0,1.0,2.0,1.043379668781745
1.0,1.0,2.0,1.0,1.0,3.0,1.2830959680827585
1.0,1.0,2.0,1.0,2.0,1.0,1.0
1.0,1.0,2.0,1.0,3.0,1.0,1.0725128610718806
1.0,1.0,2.0,1.0,3.0,2.0,1.3123833708624968
1.0,1.0,2.0,1.0,3.0,3.0,1.5527503783989867
1.0,1.0,2.0,2.0,1.0,1.0,1.0
1.0,1.0,2.0,2.0,1.0,2.0,1.1655897420576804
1.0,1.0,2.0,2.0,2.0,1.0,1.060804069591471
1.0,1.0,2.0,2.0,2.0,2.0,1.300454528350265
1.0,1.0,2.0,2.0,3.0,1.0,1.1958477873814046
1.0,1.0,2.0,2.0,3.0,3.0,1.675808789611464
1.0,1.0,2.0,2.0,3.0,4.0,1.9154022466549372
1.0,1.0,2.0,2.0,4.0,3.0,1.8105642460550642
1.0,1.0,2.0,3.0,1.0,1.0,1.0488302163655794
1.0,1.0,2.0,3.0,1.0,2.0,1.2883264940606736
1.0,1.0,2.0,3.0,1.0,3.0,1.528189311178976
1.0,1.0,2.0,3.0,2.0,2.0,1.4234882025019222
1.0,1.0,2.0,3.0,2.0,3.0,1.663683181707325
1.0,1.0,2.0,3.0,3.0,1.0,1.318905615841413
1.0,1.0,2.0,3.0,3.0,2.0,1.5584993323776508
1.0,1.0,2.0,3.0,3.0,3.0,1.797941645723224
1.0,1.0,2.0,3.0,4.0,3.0,1.9336195182745428
1.0,1.0,2.0,3.0,4.0,4.0,2.1732160373016245
1.0,1.0,2.0,3.0,5.0,3.0,2.068635388092303
1.0,1.0,2.0,4.0,1.0,1.0,1.1716803830482068
1.0,1.0,2.0,4.0,1.0,2.0,1.412048674154122
1.0,1.0,2.0,4.0,1.0,3.0,1.651475026797039
1.0,1.0,2.0,4.0,2.0,4.0,2.0265050077185816
1.0,1.0,2.0,4.0,3.0,3.0,1.9216674370560445
1.0,1.0,2.0,4.0,3.0,4.0,2.1612603413373663
1.0,1.0,2.0,4.0,5.0,3.0,2.1919480227267165
1.0,1.0,2.0,4.0,5.0,5.0,2.6713952702507955
1.0,1.0,2.0,5.0,2.0,4.0,2.149307419841817
1.0,1.0,2.0,5.0,3.0,4.0,2.2848345138989643
1.0,1.0,2.0,5.0,5.0,5.0,2.79445487950961
