0,1,2,3,4,5,function_value
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0,1.0,3.0,1.1667917161796344
1.0,1.0,1.0,1.0,1.0,5.0,1.691234847998859
1.0,1.0,1.0,1.0,2.0,1.0,1.0
1.0,1.0,1.0,1.0,2.0,2.0,1.014844281643691
1.0,1.0,1.0,1.0,2.0,3.0,1.2762010498748657
1.0,1.0,1.0,1.0,3.0,1.0,1.0
1.0,1.0,1.0,1.0,3.0,3.0,1.3855102606824243
1.0,1.0,1.0,1.0,4.0,1.0,1.0
1.0,1.0,1.0,1.0,5.0,1.0,1.0808323078857458
1.0,1.0,1.0,1.0,5.0,5.0,2.128392526117153
1.0,1.0,1.0,2.0,1.0,1.0,1.0
1.0,1.0,1.0,2.0,1.0,2.0,1.0224623605051713
1.0,1.0,1.0,2.0,1.0,3.0,1.2843202359972696
1.0,1.0,1.0,2.0,1.0,5.0,1.8079816425659991
1.0,1.0,1.0,2.0,2.0,1.0,1.0
1.0,1.0,1.0,2.0,2.0,2.0,1.1317575770530148
1.0,1.0,1.0,2.0,2.0,3.0,1.3936568365522572
1.0,1.0,1.0,2.0,3.0,1.0,1.0
1.0,1.0,1.0,2.0,3.0,2.0,1.2414334191374057
1.0,1.0,1.0,2.0,3.0,3.0,1.5029452010016466
1.0,1.0,1.0,3.0,1.0,1.0,1.0
1.0,1.0,1.0,3.0,1.0,2.0,1.1395824539207946
1.0,1.0,1.0,3.0,1.0,3.0,1.4017756502189371
1.0,1.0,1.0,3.0,2.0,1.0,1.0
1.0,1.0,1.0,3.0,2.0,2.0,1.2491767491117476
1.0,1.0,1.0,3.0,2.0,3.0,1.511147774850919
1.0,1.0,1.0,3.0,3.0,1.0,1.096677703911667
1.0,1.0,1.0,3.0,3.0,2.0,1.3587849836963217
1.0,1.0,1.0,3.0,3.0,3.0,1.6201734625658128
1.0,1.0,1.0,3.0,4.0,1.0,1.2064260040449228
1.0,1.0,1.0,3.0,4.0,2.0,1.468087173254645
1.0,1.0,1.0,3.0,4.0,3.0,1.7298561346943973
1.0,1.0,1.0,3.0,4.0,4.0,1.9917027265678844
1.0,1.0,1.0,3.0,5.0,3.0,1.8392931986789889
1.0,1.0,1.0,4.0,1.0,1.0,1.0
1.0,1.0,1.0,4.0,1.0,2.0,1.2571314059063408
1.0,1.0,1.0,4.0,2.0,2.0,1.366586686233509
1.0,1.0,1.0,4.0,3.0,2.0,1.4760418855582085
1.0,1.0,1.0,4.0,4.0,1.0,1.3236070700481608
1.0,1.0,1.0,4.0,4.0,2.0,1.585662883112173
1.0,1.0,1.0,4.0,4.0,3.0,1.8473870928439502
1.0,1.0,1.0,4.0,4.0,4.0,2.109608682870712
1.0,1.0,1.0,4.0,5.0,5.0,2.4806223282159072
1.0,1.0,1.0,5.0,1.0,1.0,1.1126513873144268
1.0,1.0,1.0,5.0,1.0,2.0,1.374541438035105
1.0,1.0,1.0,5.0,1.0,5.0,2.16021142546179
1.0,1.0,1.0,5.0,2.0,3.0,1.7458865317768624
1.0,1.0,1.0,5.0,5.0,5.0,2.5977673382081257
1.0,1.0,2.0,1.0,1.0,1.0,1.0
1.0,1.0,2.0,1.0,1.0,2.0,1.1157033744314024
1.0,1.0,2.0,1.0,2.0,1.0,1.0
1.0,1.0,2.0,1.0,3.0,1.0,1.072099018224802
1.0,1.0,2.0,2.0,1.0,1.0,1.0
1.0,1.0,2.0,2.0,1.0,2.0,1.2324885462713877
1.0,1.0,2.0,2.0,2.0,2.0,1.3420528084459447
1.0,1.0,2.0,2.0,3.0,1.0,1.1895089387705928
1.0,1.0,2.0,2.0,3.0,2.0,1.4515647419310047
1.0,1.0,2.0,3.0,1.0,1.0,1.0880084445690237
1.0,1.0,2.0,3.0,1.0,3.0,1.6119171237751193
1.0,1.0,2.0,3.0,2.0,1.0,1.1974636633979698
1.0,1.0,2.0,3.0,2.0,2.0,1.4594432772881305
1.0,1.0,2.0,3.0,3.0,1.0,1.3069188591887413
1.0,1.0,2.0,3.0,3.0,2.0,1.5689746632900063
1.0,1.0,2.0,3.0,3.0,3.0,1.830617285449408
1.0,1.0,2.0,3.0,4.0,3.0,1.9401540834604512
1.0,1.0,2.0,3.0,4.0,4.0,2.2022098899405824
1.0,1.0,2.0,4.0,1.0,4.0,1.9910884079552476
1.0,1.0,2.0,4.0,3.0,3.0,1.9481345501663223
1.0,1.0,2.0,4.0,3.0,4.0,2.2101646056578113
1.0,1.0,2.0,4.0,4.0,3.0,2.0577298096380967
1.0,1.0,2.0,4.0,4.0,4.0,2.3194010487828582
1.0,1.0,2.0,5.0,1.0,2.0,1.5847181653008504
1.0,1.0,2.0,5.0,1.0,5.0,2.370554098472313
1.0,1.0,3.0,1.0,1.0,1.0,1.0639862992707483
1.0,1.0,3.0,1.0,1.0,2.0,1.3252555323991946
1.0,1.0,3.0,1.0,1.0,3.0,1.5875454750305817
1.0,1.0,3.0,1.0,2.0,3.0,1.696766545673707
1.0,1.0,3.0,1.0,3.0,1.0,1.2822759306722584
1.0,1.0,3.0,2.0,1.0,1.0,1.1807754438033362
1.0,1.0,3.0,2.0,1.0,2.0,1.4428312277718933
1.0,1.0,3.0,2.0,2.0,2.0,1.5523606811402428
1.0,1.0,3.0,2.0,3.0,3.0,1.9236316433200087
1.0,1.0,3.0,2.0,5.0,5.0,2.666156417643221
1.0,1.0,3.0,3.0,1.0,3.0,1.821829141895979
1.0,1.0,3.0,3.0,2.0,2.0,1.6695305754914291
1.0,1.0,3.0,3.0,3.0,1.0,1.5170958263589418
