0,1,2,3,4,5,function_value
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0,1.0,3.0,1.039185065291128
1.0,1.0,1.0,1.0,2.0,1.0,1.0
1.0,1.0,1.0,1.0,2.0,2.0,1.0
1.0,1.0,1.0,1.0,2.0,3.0,1.171566249058717
1.0,1.0,1.0,1.0,2.0,4.0,1.3858757887599173
1.0,1.0,1.0,1.0,3.0,1.0,1.0
1.0,1.0,1.0,1.0,3.0,2.0,1.0898847930491398
1.0,1.0,1.0,1.0,3.0,3.0,1.3040155349151596
1.0,1.0,1.0,1.0,4.0,1.0,1.0079957529168448
1.0,1.0,1.0,1.0,4.0,4.0,1.6509833380173866
1.0,1.0,1.0,1.0,5.0,3.0,1.56899259298904
1.0,1.0,1.0,2.0,1.0,1.0,1.0
1.0,1.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,1.0,2.0,1.0,3.0,1.159923586130058
1.0,1.0,1.0,2.0,1.0,4.0,1.3742521850313305
1.0,1.0,1.0,2.0,2.0,1.0,1.0
1.0,1.0,1.0,2.0,2.0,2.0,1.078983546691709
1.0,1.0,1.0,2.0,2.0,3.0,1.292510565779294
1.0,1.0,1.0,2.0,2.0,4.0,1.50674410984808
1.0,1.0,1.0,2.0,3.0,1.0,1.0
1.0,1.0,1.0,2.0,3.0,2.0,1.2108887528794812
1.0,1.0,1.0,2.0,4.0,2.0,1.3432807834513196
1.0,1.0,1.0,2.0,5.0,5.0,2.1186380886902425
1.0,1.0,1.0,3.0,1.0,1.0,1.0
1.0,1.0,1.0,3.0,1.0,2.0,1.0668064598855886
1.0,1.0,1.0,3.0,1.0,3.0,1.2805517333890333
1.0,1.0,1.0,3.0,2.0,1.0,1.0
1.0,1.0,1.0,3.0,2.0,2.0,1.1990232277750956
1.0,1.0,1.0,3.0,2.0,3.0,1.4132736417883645
1.0,1.0,1.0,3.0,3.0,1.0,1.1173052023870036
1.0,1.0,1.0,3.0,3.0,2.0,1.331541764246676
1.0,1.0,1.0,3.0,3.0,3.0,1.5456263037677775
1.0,1.0,1.0,3.0,4.0,2.0,1.4640329532293423
1.0,1.0,1.0,3.0,4.0,3.0,1.678111444481318
1.0,1.0,1.0,3.0,4.0,4.0,1.8927392256152522
1.0,1.0,1.0,4.0,1.0,1.0,1.0
1.0,1.0,1.0,4.0,1.0,2.0,1.1874234388330973
1.0,1.0,1.0,4.0,1.0,3.0,1.4015620485563651
1.0,1.0,1.0,4.0,1.0,4.0,1.6160010443495734
1.0,1.0,1.0,4.0,2.0,2.0,1.3199257441179661
1.0,1.0,1.0,4.0,2.0,3.0,1.5341316702339953
1.0,1.0,1.0,4.0,3.0,2.0,1.4524827870025565
1.0,1.0,1.0,4.0,3.0,3.0,1.6666169690426884
1.0,1.0,1.0,4.0,3.0,4.0,1.880980158807037
1.0,1.0,1.0,4.0,4.0,1.0,1.370618296366465
1.0,1.0,1.0,4.0,4.0,2.0,1.5850297552951154
1.0,1.0,1.0,4.0,4.0,3.0,1.7990957643553638
1.0,1.0,1.0,4.0,4.0,4.0,2.013232369505556
1.0,1.0,1.0,5.0,1.0,1.0,1.0939792360797944
1.0,1.0,1.0,5.0,1.0,4.0,1.7368667161083344
1.0,1.0,1.0,5.0,1.0,5.0,1.9511593755708363
1.0,1.0,1.0,5.0,2.0,1.0,1.2265084707292826
1.0,1.0,1.0,5.0,2.0,5.0,2.083776478198372
1.0,1.0,1.0,5.0,3.0,1.0,1.358955359464353
1.0,1.0,1.0,5.0,3.0,3.0,1.7877250134040803
1.0,1.0,1.0,5.0,4.0,4.0,2.13448163540245
1.0,1.0,1.0,5.0,5.0,5.0,2.481073586916554
1.0,1.0,2.0,1.0,1.0,1.0,1.0
1.0,1.0,2.0,1.0,1.0,2.0,1.0572103946596803
1.0,1.0,2.0,1.0,2.0,1.0,1.0
1.0,1.0,2.0,1.0,2.0,2.0,1.1895072262118642
1.0,1.0,2.0,1.0,2.0,3.0,1.4035106504886559
1.0,1.0,2.0,1.0,3.0,1.0,1.1074136768765697
1.0,1.0,2.0,1.0,3.0,2.0,1.3217683774221025
1.0,1.0,2.0,1.0,3.0,3.0,1.535877695769056
1.0,1.0,2.0,1.0,3.0,5.0,1.964712297126442
1.0,1.0,2.0,1.0,4.0,1.0,1.2399324451766005
1.0,1.0,2.0,1.0,4.0,3.0,1.6685103327200277
1.0,1.0,2.0,2.0,1.0,1.0,1.0
1.0,1.0,2.0,2.0,1.0,2.0,1.1794843986568586
1.0,1.0,2.0,2.0,1.0,3.0,1.391894265157525
1.0,1.0,2.0,2.0,2.0,1.0,1.0958170419563342
1.0,1.0,2.0,2.0,2.0,2.0,1.3106538257197717
1.0,1.0,2.0,2.0,3.0,2.0,1.4426821020660303
1.0,1.0,2.0,2.0,3.0,3.0,1.656968835781421
1.0,1.0,2.0,2.0,3.0,4.0,1.8711688529047734
1.0,1.0,2.0,2.0,4.0,2.0,1.575091075691199
1.0,1.0,2.0,2.0,4.0,4.0,2.0036643481435346
1.0,1.0,2.0,3.0,1.0,1.0,1.0844023063552581
1.0,1.0,2.0,3.0,1.0,2.0,1.2984455461815287
1.0,1.0,2.0,3.0,1.0,3.0,1.5126994574981054
1.0,1.0,2.0,3.0,2.0,1.0,1.2166628368106511
1.0,1.0,2.0,3.0,2.0,2.0,1.4309237570926105
1.0,1.0,2.0,3.0,2.0,3.0,1.64518385744789
1.0,1.0,2.0,3.0,3.0,1.0,1.3493087898963678
1.0,1.0,2.0,3.0,3.0,2.0,1.5637581181025924
