0,1,2,3,4,5,function_value
1.0,1.0,1.0,1.0,1.0,1.0,1.2519663317835765
1.0,1.0,1.0,1.0,1.0,2.0,1.251464361337926
1.0,1.0,1.0,1.0,1.0,3.0,1.251341747876906
1.0,1.0,1.0,1.0,1.0,5.0,1.5606973292702453
1.0,1.0,1.0,1.0,2.0,1.0,1.2514669148495063
1.0,1.0,1.0,1.0,2.0,2.0,1.25137543045667
1.0,1.0,1.0,1.0,3.0,1.0,1.251348894015141
1.0,1.0,1.0,1.0,3.0,2.0,1.2513278773029137
1.0,1.0,1.0,1.0,3.0,3.0,1.2513043460813105
1.0,1.0,1.0,1.0,4.0,1.0,1.2513250196011816
1.0,1.0,1.0,1.0,4.0,3.0,1.2513058235961099
1.0,1.0,1.0,1.0,5.0,1.0,1.2513499302471482
1.0,1.0,1.0,2.0,1.0,1.0,1.251464431533554
1.0,1.0,1.0,2.0,1.0,2.0,1.2513636141042745
1.0,1.0,1.0,2.0,1.0,3.0,1.251307371105507
1.0,1.0,1.0,2.0,2.0,1.0,1.2513708464200695
1.0,1.0,1.0,2.0,2.0,2.0,1.2513242254793018
1.0,1.0,1.0,2.0,2.0,3.0,1.2512910973952436
1.0,1.0,1.0,2.0,3.0,1.0,1.2513283170527605
1.0,1.0,1.0,2.0,3.0,2.0,1.2513047179119632
1.0,1.0,1.0,2.0,3.0,3.0,1.2512852757967279
1.0,1.0,1.0,2.0,4.0,2.0,1.2513061718822753
1.0,1.0,1.0,2.0,4.0,3.0,1.251294937433838
1.0,1.0,1.0,2.0,5.0,2.0,1.2513231652576489
1.0,1.0,1.0,3.0,1.0,1.0,1.2513403070692635
1.0,1.0,1.0,3.0,1.0,2.0,1.2513055788851386
1.0,1.0,1.0,3.0,1.0,3.0,1.2512809390896558
1.0,1.0,1.0,3.0,2.0,1.0,1.2513234831520383
1.0,1.0,1.0,3.0,2.0,2.0,1.251293338086526
1.0,1.0,1.0,3.0,2.0,3.0,1.2512751349523012
1.0,1.0,1.0,3.0,3.0,1.0,1.2513085972318585
1.0,1.0,1.0,3.0,3.0,2.0,1.2512869768955948
1.0,1.0,1.0,3.0,3.0,3.0,1.2512627442973252
1.0,1.0,1.0,3.0,4.0,3.0,1.3201071243348041
1.0,1.0,1.0,3.0,4.0,4.0,1.4838326712923722
1.0,1.0,1.0,3.0,5.0,3.0,1.4189952189529151
1.0,1.0,1.0,4.0,1.0,1.0,1.251299941563536
1.0,1.0,1.0,4.0,1.0,2.0,1.251288402334182
1.0,1.0,1.0,4.0,1.0,3.0,1.2512801908524145
1.0,1.0,1.0,4.0,2.0,2.0,1.251286707825935
1.0,1.0,1.0,4.0,2.0,3.0,1.3384245006597555
1.0,1.0,1.0,4.0,3.0,3.0,1.338423682502767
1.0,1.0,1.0,4.0,3.0,4.0,1.3384235789919845
1.0,1.0,1.0,4.0,4.0,3.0,1.487457641196449
1.0,1.0,1.0,4.0,4.0,4.0,1.487457357116441
1.0,1.0,1.0,5.0,1.0,1.0,1.2512795684994644
1.0,1.0,1.0,5.0,1.0,2.0,1.2512797880653537
1.0,1.0,1.0,5.0,1.0,3.0,1.251277018538954
1.0,1.0,1.0,5.0,1.0,4.0,1.382737511313144
1.0,1.0,1.0,5.0,1.0,5.0,1.5606969319515431
1.0,1.0,1.0,5.0,3.0,1.0,1.251306910131015
1.0,1.0,1.0,5.0,3.0,2.0,1.2530634244189716
1.0,1.0,1.0,5.0,3.0,3.0,1.3430605977652226
1.0,1.0,1.0,5.0,4.0,4.0,1.6970909625852415
1.0,1.0,1.0,5.0,4.0,5.0,1.6994089356560376
1.0,1.0,1.0,5.0,5.0,5.0,1.6994082940802686
1.0,1.0,2.0,1.0,1.0,1.0,1.2516859688820077
1.0,1.0,2.0,1.0,1.0,2.0,1.2519777038720188
1.0,1.0,2.0,1.0,2.0,1.0,1.2517113950534826
1.0,1.0,2.0,1.0,2.0,2.0,1.2520275960021
1.0,1.0,2.0,1.0,3.0,1.0,1.2517179624476271
1.0,1.0,2.0,1.0,4.0,3.0,1.4471085890023807
1.0,1.0,2.0,1.0,4.0,4.0,1.7029680807083118
1.0,1.0,2.0,2.0,1.0,1.0,1.251899461574918
1.0,1.0,2.0,2.0,1.0,2.0,1.2520246948846077
1.0,1.0,2.0,2.0,1.0,3.0,1.2520525325550032
1.0,1.0,2.0,2.0,2.0,1.0,1.2518972795673262
1.0,1.0,2.0,2.0,2.0,2.0,1.2520283338261038
1.0,1.0,2.0,2.0,3.0,1.0,1.251903304713196
1.0,1.0,2.0,2.0,3.0,2.0,1.252045617540015
1.0,1.0,2.0,2.0,3.0,3.0,1.2520566134653979
1.0,1.0,2.0,2.0,5.0,2.0,1.474227759558615
1.0,1.0,2.0,3.0,1.0,1.0,1.2520289369788555
1.0,1.0,2.0,3.0,1.0,2.0,1.2520762935289182
1.0,1.0,2.0,3.0,1.0,3.0,1.2520637697323185
1.0,1.0,2.0,3.0,2.0,2.0,1.2520773026732936
1.0,1.0,2.0,3.0,2.0,3.0,1.3091000008648035
1.0,1.0,2.0,3.0,3.0,1.0,1.2519711279348107
1.0,1.0,2.0,3.0,3.0,3.0,1.3090989473090486
1.0,1.0,2.0,3.0,3.0,4.0,1.588700521814805
1.0,1.0,2.0,3.0,4.0,2.0,1.3601311430446097
1.0,1.0,2.0,4.0,1.0,2.0,1.2520717723634822
1.0,1.0,2.0,4.0,1.0,4.0,1.488705082147449
1.0,1.0,2.0,4.0,3.0,1.0,1.4102129195722726
1.0,1.0,2.0,4.0,3.0,3.0,1.5227575442866446
1.0,1.0,2.0,4.0,4.0,4.0,1.8862278363193756
1.0,1.0,2.0,4.0,5.0,3.0,1.7205370062432512
1.0,1.0,2.0,4.0,5.0,5.0,2.1014867864204643
1.0,1.0,2.0,5.0,1.0,1.0,1.252055699932225
1.0,1.0,2.0,5.0,1.0,3.0,1.5658465837341502
1.0,1.0,2.0,5.0,1.0,5.0,1.7502188008078907
1.0,1.0,2.0,5.0,2.0,3.0,1.5658462629057424
1.0,1.0,2.0,5.0,3.0,5.0,2.1014866842491653
1.0,1.0,2.0,5.0,5.0,5.0,2.1014866561916623
1.0,1.0,3.0,1.0,1.0,1.0,1.251717652300206
1.0,1.0,3.0,1.0,1.0,2.0,1.252025838301341
1.0,1.0,3.0,1.0,2.0,1.0,1.2517028334078077
1.0,1.0,3.0,1.0,2.0,2.0,1.2520512019818533
1.0,1.0,3.0,1.0,3.0,1.0,1.2517117288864015
1.0,1.0,3.0,1.0,3.0,3.0,1.3029469896393133
1.0,1.0,3.0,1.0,4.0,3.0,1.532049641300668
1.0,1.0,3.0,2.0,1.0,1.0,1.2519049469615
1.0,1.0,3.0,2.0,1.0,2.0,1.2520054325055856
1.0,1.0,3.0,2.0,3.0,2.0,1.570541994965939
1.0,1.0,3.0,2.0,3.0,3.0,1.5705420391344471
1.0,1.0,3.0,3.0,1.0,1.0,1.252017296132114
1.0,1.0,3.0,3.0,1.0,2.0,1.2520460751309332
1.0,1.0,3.0,3.0,1.0,3.0,1.4029235594788991
1.0,1.0,3.0,3.0,3.0,2.0,1.570542245249289
1.0,1.0,3.0,3.0,3.0,3.0,1.5705421167987463
1.0,1.0,3.0,3.0,4.0,3.0,1.9249922865599836
1.0,1.0,3.0,3.0,4.0,4.0,1.9249922593633904
1.0,1.0,3.0,4.0,1.0,1.0,1.2520222278074884
1.0,1.0,3.0,4.0,1.0,3.0,1.5285148194701483
1.0,1.0,3.0,4.0,3.0,4.0,1.890240924379064
1.0,1.0,3.0,5.0,3.0,3.0,1.824300290254824
1.0,1.0,4.0,1.0,1.0,1.0,1.2517624482923417
1.0,1.0,4.0,2.0,2.0,3.0,1.635806747463184
1.0,1.0,4.0,2.0,3.0,2.0,1.5709766002085976
1.0,1.0,4.0,3.0,1.0,1.0,1.3072591979378703
1.0,1.0,4.0,3.0,1.0,2.0,1.4709829042711549
1.0,1.0,4.0,3.0,3.0,3.0,1.8324874441772832
1.0,1.0,4.0,4.0,1.0,1.0,1.333392451097346
1.0,1.0,4.0,4.0,4.0,5.0,2.5715147608610454
1.0,1.0,5.0,1.0,1.0,1.0,1.3154459644865306
1.0,1.0,5.0,4.0,4.0,4.0,2.6115450545752883
1.0,1.0,5.0,5.0,1.0,5.0,2.731920127770047
1.0,1.0,5.0,5.0,5.0,5.0,2.7570389247891742
1.0,2.0,1.0,1.0,1.0,1.0,1.2513557466792402
1.0,2.0,1.0,1.0,1.0,2.0,1.2513471654273856
1.0,2.0,1.0,1.0,2.0,1.0,1.2513442922931048
1.0,2.0,1.0,1.0,2.0,2.0,1.2513168170897597
1.0,2.0,1.0,1.0,2.0,3.0,1.2513002034311316
1.0,2.0,1.0,1.0,3.0,1.0,1.2513003572962293
1.0,2.0,1.0,1.0,3.0,2.0,1.2512979061775433
1.0,2.0,1.0,1.0,3.0,4.0,1.251297383113405
1.0,2.0,1.0,1.0,4.0,1.0,1.2513145813850313
1.0,2.0,1.0,1.0,4.0,2.0,1.2512988137859178
1.0,2.0,1.0,1.0,4.0,4.0,1.343664339181674
1.0,2.0,1.0,2.0,1.0,1.0,1.251391663245361
1.0,2.0,1.0,2.0,1.0,2.0,1.2513207639244694
1.0,2.0,1.0,2.0,2.0,1.0,1.2513261079314615
1.0,2.0,1.0,2.0,2.0,2.0,1.2512940368397674
1.0,2.0,1.0,2.0,2.0,3.0,1.251276675571477
1.0,2.0,1.0,2.0,3.0,1.0,1.2513112855214537
1.0,2.0,1.0,2.0,3.0,2.0,1.2512879876729073
1.0,2.0,1.0,2.0,3.0,3.0,1.2512697398807902
1.0,2.0,1.0,2.0,4.0,2.0,1.2512935066535906
1.0,2.0,1.0,2.0,4.0,3.0,1.2838754711583713
1.0,2.0,1.0,3.0,1.0,1.0,1.2513110468103674
1.0,2.0,1.0,3.0,1.0,2.0,1.251285436805081
1.0,2.0,1.0,3.0,1.0,3.0,1.2512614701796896
1.0,2.0,1.0,3.0,2.0,1.0,1.2513038887316161
1.0,2.0,1.0,3.0,2.0,2.0,1.2512753592245602
1.0,2.0,1.0,3.0,2.0,3.0,1.2512600615359297
1.0,2.0,1.0,3.0,3.0,1.0,1.2513018860100298
1.0,2.0,1.0,3.0,3.0,2.0,1.251279546444773
1.0,2.0,1.0,3.0,3.0,3.0,1.2512588459104275
1.0,2.0,1.0,3.0,3.0,5.0,1.6102232616046883
1.0,2.0,1.0,3.0,4.0,2.0,1.3816211465851693
1.0,2.0,1.0,3.0,4.0,3.0,1.3816210584579744
1.0,2.0,1.0,3.0,5.0,5.0,1.8079995589440934
1.0,2.0,1.0,4.0,1.0,1.0,1.2512923551387596
