N,t,mse_lin,mse_iso,mse_CV,lambda
50,0,0.015203493788980331,0.004791259913891872,0.006455069163008954,256.0
50,1,0.017730353146783416,0.009913548951728109,0.009913548951728109,0.0
50,2,0.03047983529687256,0.00855966006178795,0.00855966006178795,0.0
50,3,0.015880320454871054,0.010892806200370544,0.010892806200370544,0.0
50,4,0.012472097369634448,0.008008568733107261,0.012472097369634448,inf
50,5,0.01576040106420302,0.008015683432795694,0.008015683432795694,0.0
50,6,0.014276458796719073,0.010067415863649674,0.013235703888616364,256.0
50,7,0.012710997350957877,0.007252881999927923,0.006003433567460108,2.0
50,8,0.017232049936574557,0.009310260242921677,0.011162745085171672,2.0
50,9,0.020916455481291143,0.011748912842895483,0.011748912842895483,0.0
50,10,0.013593578586286792,0.007650446359236863,0.007650446359236863,0.0
50,11,0.01706981506056756,0.00840500841884365,0.003610014058757537,2.0
50,12,0.024070232587220595,0.010025429617877666,0.010025429617877666,0.0
50,13,0.01627218206501757,0.010223787586496138,0.01627218206501757,inf
50,14,0.020295452365007134,0.013818591293038028,0.013818591293038028,0.0
50,15,0.011047890919705636,0.006350199658584901,0.006350199658584901,0.0
50,16,0.017065703367457136,0.005273711538700761,0.005293933448499603,0.0625
50,17,0.015981556306000382,0.011755771042312181,0.011755771042312181,0.0
50,18,0.022456451720719306,0.012456288650720484,0.022456451720719306,inf
50,19,0.02200645301356468,0.008062732956142139,0.008062732956142139,0.0
50,20,0.011128261634457933,0.009442676022417938,0.008841263352708194,0.0625
50,21,0.01638148766575896,0.011089231310953056,0.011064857622972183,0.015625
50,22,0.017535895086170296,0.013550362747974562,0.009318076436932495,1.0
50,23,0.012268995346357765,0.01041000075726413,0.012268995346357765,inf
50,24,0.02335307642229275,0.0067125204877431935,0.008417858964811403,32.0
50,25,0.017254583066721244,0.012377624999983038,0.011514055580202515,8.0
50,26,0.030912266077231604,0.01935186143107703,0.02994719924835944,256.0
50,27,0.04319884268226551,0.013606667476198533,0.013595200322737333,0.00390625
50,28,0.012518700451467479,0.012354808395001325,0.010813225047207674,0.125
50,29,0.01256204307804568,0.0072520429598880685,0.007976564294114292,2.0
50,30,0.009680753615981695,0.005150354764557132,0.009680753615981695,inf
50,31,0.012600466010415177,0.010762875745709617,0.00930297044907828,0.125
50,32,0.01213563993903553,0.011355310688660504,0.011355310688660504,0.0
50,33,0.01684990341362347,0.005245028774713361,0.0037589474296166802,0.5
50,34,0.020897132137521656,0.00731746903570414,0.020897132137521656,inf
50,35,0.017873502463156853,0.00464688012826283,0.011592145483919713,4.0
50,36,0.013814123097764995,0.008139135851841318,0.008065164162755505,0.0078125
50,37,0.013046994374617656,0.007053876724026647,0.013046994374617656,inf
50,38,0.008696825617248095,0.01165280576924985,0.01068251620982583,0.125
50,39,0.012240594459618287,0.0051031734829562825,0.004967890473065428,0.03125
50,40,0.01368121135062415,0.009986279693762817,0.009991098910628238,2.0
50,41,0.019231784976871242,0.006101179559906656,0.0062804260822262635,2.0
50,42,0.020920766880870065,0.012467551579647176,0.020920766880870065,inf
50,43,0.02131784408136532,0.005250558259247629,0.016011304513954525,4.0
50,44,0.016258579390897254,0.008482081106919033,0.008482081106919033,0.0
50,45,0.015489838765219614,0.008229073084163504,0.0076662696920941145,1.0
50,46,0.0170006642551607,0.010715869693923971,0.0170006642551607,inf
50,47,0.02129968612287945,0.011206545877643945,0.02129968612287945,inf
50,48,0.019612917968574905,0.01266500319131752,0.014344635798201041,0.5
50,49,0.01565906453291364,0.011083083348583963,0.011083083348583963,0.0
100,0,0.012344667093336632,0.0061871633140639475,0.006179538363940087,0.0078125
100,1,0.016323103230639874,0.005205797492017107,0.00846200386492169,2.0
100,2,0.013728891545921744,0.004534410961926124,0.005531110626568548,0.5
100,3,0.01183423118304437,0.007282309501096248,0.007282309501096248,0.0
100,4,0.017797497640452183,0.0058674511650304165,0.0058674511650304165,0.0
100,5,0.012085879827278663,0.004792231103837964,0.007764014634677301,16.0
100,6,0.010343244418428958,0.006422609920473907,0.006112948379149954,0.25
100,7,0.011989872904638155,0.005917450594141405,0.005917450594141405,0.0
100,8,0.015262315220448998,0.01144195754165783,0.009752628746389156,0.5
100,9,0.008600071564711211,0.0022879662476080033,0.004197154035151521,2.0
100,10,0.019323883129309695,0.0036246530054555516,0.0036246530054555516,0.0
100,11,0.015428413512828367,0.0056695171497643335,0.0056695171497643335,0.0
100,12,0.014607684841451302,0.00407221458587727,0.004521109170493456,4.0
100,13,0.013635414420768894,0.004301922644036281,0.004301922644036281,0.0
100,14,0.013493085791691528,0.0045806929694659345,0.006367716281504074,1.0
100,15,0.010525068992029103,0.005680805164376713,0.00489398384758386,0.125
100,16,0.011758720251761137,0.00909947890802644,0.00909947890802644,0.0
100,17,0.01391919991724164,0.008314787493253588,0.01391919991724164,inf
100,18,0.014428614119157692,0.006227257050110826,0.014052252357312542,256.0
100,19,0.014589693426883512,0.003124508458971279,0.014589693426883512,inf
100,20,0.013172260027075278,0.005916243775853523,0.009262886677896272,4.0
100,21,0.008085656496490325,0.005604984385826605,0.005349103635374054,1.0
100,22,0.01667754376397388,0.007738334788750536,0.004558959458637462,0.25
100,23,0.015056035639161277,0.0026219265402449387,0.006866872220035269,32.0
100,24,0.01669136380815783,0.006396164701155439,0.00573825348100316,0.125
100,25,0.01669596302657264,0.004755990963912139,0.004755990963912139,0.0
100,26,0.010814917396331766,0.005949891704256589,0.00700561328497503,0.25
100,27,0.011603536290094687,0.005345076634513348,0.0048045235351879,0.5
100,28,0.007703698340434899,0.012168242509806913,0.011572251525303019,0.03125
100,29,0.016153984383231616,0.0028790157566484552,0.007027301698382711,32.0
100,30,0.02349930729544141,0.01283748258164855,0.022595124931047445,4.0
100,31,0.015653284596466085,0.0035769970800457605,0.01047901267156884,8.0
100,32,0.010046605971140581,0.003922029311822832,0.003922029311822832,0.0
100,33,0.009554649834524151,0.0029892219706215673,0.0029892219706215673,0.0
100,34,0.009987534478526966,0.0066198238167755885,0.009987534478526966,inf
100,35,0.011796504841881056,0.005142602381084261,0.005143349630098351,0.015625
100,36,0.013616755671734064,0.007504701850588329,0.007504701850588329,0.0
100,37,0.012128601872463493,0.005455774047711106,0.005455774047711106,0.0
100,38,0.016038929897654406,0.007015869935466634,0.007015869935466634,0.0
100,39,0.011630798445475609,0.002584292304076946,0.0029389328705283087,0.5
100,40,0.01237858079020455,0.004014786582689632,0.004014786582689632,0.0
100,41,0.009359963564925716,0.005779491493888773,0.005692846093231801,0.03125
100,42,0.026253111290122647,0.008002780840164363,0.026253111290122647,inf
100,43,0.011051337662039092,0.004982158799125816,0.003640327409959997,0.5
100,44,0.014203384953125066,0.003659467539901321,0.008171877106814097,2.0
100,45,0.01270121495491832,0.005727674647749096,0.010549026387884925,256.0
100,46,0.014950246936377911,0.00434079555084519,0.006790770650019512,2.0
100,47,0.017516441091862754,0.0034101282824147107,0.0037295079874585736,0.125
100,48,0.016479325316680157,0.00828184291276473,0.00625543960367737,1.0
100,49,0.013100723000360385,0.004347886976534685,0.013100723000360385,inf
150,0,0.0137976083323588,0.00817774513879333,0.00817774513879333,0.0
150,1,0.009605980817428757,0.006067480173229735,0.009605980817428757,inf
150,2,0.012006753467696116,0.005018216506673751,0.005018216506673751,0.0
150,3,0.014570837124295919,0.002810801740672331,0.006745542932882795,8.0
150,4,0.009338343194291715,0.002806417389954774,0.0027420528871663495,0.5
150,5,0.016208720493070886,0.004065749446258699,0.004065749446258699,0.0
150,6,0.015159338480546992,0.006945408408149005,0.0034464598492091004,2.0
150,7,0.010839183238481037,0.007266955714790865,0.007266955714790865,0.0
150,8,0.011140245193567542,0.005635740091428516,0.009084128128114523,32.0
150,9,0.012592653507464961,0.006321754979475231,0.011020311303979603,256.0
150,10,0.013568816880456738,0.003533612429762646,0.003533612429762646,0.0
150,11,0.01509067495192475,0.005142819377057906,0.00235829586668218,2.0
150,12,0.010064781973652435,0.004695959978032467,0.004695959978032467,0.0
150,13,0.011131776462974235,0.0033529372338330483,0.0040172408292019875,0.5
150,14,0.014882234820443237,0.004194425566911803,0.003927011656237903,0.0625
150,15,0.01615355112792226,0.006829503543306783,0.008973706033872417,1.0
